ID,YEAR,MO,DY,WS2M,T2M,T2MDEW,T2MWET,Target,RH2M,PS,QV2M,DATE
ID_Lrp6bR_20140617,2014,6,17,1.56,23.63,20.14,21.88,0.01,81.67,96.34,15.4,2014-06-17
ID_P1Bqmf_20150617,2015,6,17,1.45,24.16,18.79,21.47,0.0,73.77,96.14,14.15,2015-06-17
ID_PnzcpA_20170324,2017,3,24,1.04,25.71,20.72,23.22,0.07,75.24,96.18,15.96,2017-03-24
ID_Q6UCcg_20100927,2010,9,27,1.32,27.2,20.4,23.8,1.04,68.53,95.99,15.69,2010-09-27
ID_ad8RMU_20110922,2011,9,22,0.94,27.07,20.76,23.91,1.87,69.53,96.19,16.0,2011-09-22
ID_egBGW3_20180609,2018,6,9,1.2,22.66,16.39,19.53,0.0,68.77,96.37,12.16,2018-06-09
ID_x5CTTn_20160523,2016,5,23,1.3,24.2,20.95,22.57,0.02,82.96,96.5,16.16,2016-05-23
ID_EaaKpX_20180214,2018,2,14,1.02,25.99,22.12,24.05,0.57,80.28,96.03,17.44,2018-02-14
ID_I4BE95_20101028,2010,10,28,1.03,24.59,21.71,23.15,3.36,84.8,96.02,16.99,2010-10-28
ID_35xcLT_20110405,2011,4,5,1.01,24.48,22.31,23.4,8.26,88.01,96.06,17.62,2011-04-05
ID_dzuWof_20131218,2013,12,18,1.27,23.65,19.91,21.78,1.97,80.65,96.01,15.2,2013-12-18
ID_gJI3AO_20140112,2014,1,12,0.56,26.08,21.3,23.69,5.09,76.27,96.21,16.55,2014-01-12
ID_F7OrgG_20150809,2015,8,9,1.04,26.18,18.89,22.53,0.02,66.79,96.25,14.23,2015-08-09
ID_vvnaVZ_20211105,2021,11,5,0.62,25.89,21.85,23.87,2.68,79.05,96.1,17.14,2021-11-05
ID_AV4fqh_20201103,2020,11,3,1.1,25.66,22.18,23.92,6.58,81.93,96.13,17.48,2020-11-03
ID_vAopVg_20190821,2019,8,21,1.14,25.89,19.18,22.53,0.35,68.07,96.34,14.47,2019-08-21
ID_aJ6LwE_20151015,2015,10,15,1.17,27.73,20.81,24.27,1.56,67.88,96.02,16.08,2015-10-15
ID_ESkm3Q_20100128,2010,1,28,0.91,25.5,22.53,24.01,11.33,84.39,96.01,17.87,2010-01-28
ID_6sxjqx_20210120,2021,1,20,0.85,25.5,21.92,23.71,5.98,81.09,96.05,17.22,2021-01-20
ID_YMRgaQ_20220901,2022,9,1,1.99,24.83,19.7,22.27,0.68,74.58,96.13,15.01,2022-09-01
ID_7ANnwz_20200329,2020,3,29,0.7,25.33,22.51,23.92,7.52,84.56,96.11,17.84,2020-03-29
ID_q6NtSv_20120417,2012,4,17,0.89,24.91,21.67,23.29,4.66,82.6,96.15,16.94,2012-04-17
ID_dTqwNX_20210107,2021,1,7,0.79,24.28,22.55,23.41,31.91,90.24,96.09,17.88,2021-01-07
ID_490a55_20190913,2019,9,13,1.21,27.58,19.42,23.5,0.46,62.53,96.17,14.72,2019-09-13
ID_6AXlzh_20150702,2015,7,2,1.6,24.12,18.62,21.37,0.0,72.91,96.31,13.97,2015-07-02
ID_GZNndU_20230930,2023,9,30,1.42,25.78,21.62,23.7,2.4,78.38,96.2,16.86,2023-09-30
ID_ZJM25I_20110519,2011,5,19,0.9,26.06,22.2,24.13,2.5,80.01,96.01,17.53,2011-05-19
ID_Y583gS_20210513,2021,5,13,0.73,25.22,20.47,22.84,0.97,76.19,96.12,15.75,2021-05-13
ID_PHOBPW_20220123,2022,1,23,0.79,26.65,20.39,23.52,0.31,69.58,96.03,15.67,2022-01-23
ID_I6Yc6F_20110116,2011,1,16,0.78,25.54,20.12,22.83,1.64,73.27,96.03,15.41,2011-01-16
ID_0f4dwm_20150126,2015,1,26,1.2,25.99,20.92,23.45,2.66,74.89,96.14,16.16,2015-01-26
ID_u5KnsZ_20140306,2014,3,6,0.91,25.3,21.99,23.65,3.99,83.02,96.04,17.28,2014-03-06
ID_kPtGTi_20160623,2016,6,23,1.39,23.89,20.23,22.06,0.01,81.05,96.4,15.46,2016-06-23
ID_sYKdin_20190423,2019,4,23,0.97,27.01,22.36,24.68,1.34,76.22,96.0,17.71,2019-04-23
ID_l3dyNM_20180511,2018,5,11,1.06,25.66,22.68,24.17,2.36,84.35,96.07,18.02,2018-05-11
ID_AFPT05_20171124,2017,11,24,1.01,23.61,21.55,22.58,5.92,88.73,96.17,16.8,2017-11-24
ID_lGKxnz_20160529,2016,5,29,1.57,24.61,21.74,23.17,0.16,84.81,96.26,16.99,2016-05-29
ID_blqlUC_20110110,2011,1,10,1.05,25.17,21.15,23.16,7.0,79.11,96.01,16.43,2011-01-10
ID_uLSqjd_20190525,2019,5,25,1.15,26.01,22.34,24.17,0.7,81.11,96.1,17.65,2019-05-25
ID_WbQWN1_20160709,2016,7,9,1.77,22.79,18.99,20.89,0.0,80.27,96.34,14.32,2016-07-09
ID_tsfxT7_20220128,2022,1,28,0.9,26.08,21.81,23.94,1.12,78.36,96.03,17.09,2022-01-28
ID_vic5HH_20120728,2012,7,28,1.85,22.54,18.82,20.68,0.0,80.7,96.26,14.17,2012-07-28
ID_uUtpkK_20210202,2021,2,2,0.82,24.92,22.43,23.67,2.32,86.45,96.16,17.75,2021-02-02
ID_C1LiW8_20210902,2021,9,2,2.54,24.26,19.92,22.09,0.75,77.65,96.1,15.2,2021-09-02
ID_6CzHhZ_20170831,2017,8,31,1.82,24.74,19.46,22.1,0.02,73.86,96.28,14.75,2017-08-31
ID_waCgBa_20151118,2015,11,18,0.93,25.11,22.18,23.65,9.33,84.56,95.98,17.5,2015-11-18
ID_dlqkrl_20201229,2020,12,29,1.16,24.57,22.71,23.64,4.12,89.71,95.96,18.08,2020-12-29
ID_mMocvF_20220919,2022,9,19,1.57,25.8,20.13,22.96,0.3,72.11,96.15,15.39,2022-09-19
ID_0lJc0S_20211024,2021,10,24,1.08,25.6,22.53,24.06,26.82,83.88,96.16,17.85,2021-10-24
ID_VtVz0M_20150831,2015,8,31,3.11,27.37,18.28,22.82,0.16,59.47,96.32,13.67,2015-08-31
ID_wbrUxg_20110614,2011,6,14,1.19,24.4,20.52,22.46,0.0,79.97,96.33,15.74,2011-06-14
ID_7coFJm_20230511,2023,5,11,1.04,25.33,19.9,22.62,0.14,72.8,96.07,15.22,2023-05-11
ID_9x201C_20110929,2011,9,29,0.97,25.11,20.49,22.8,0.6,76.64,96.21,15.72,2011-09-29
ID_7ZNhYc_20130623,2013,6,23,1.11,22.25,18.97,20.61,0.04,82.45,96.25,14.31,2013-06-23
ID_0gqbwt_20100705,2010,7,5,1.62,24.79,20.64,22.72,0.01,79.2,96.2,15.88,2010-07-05
ID_BLzkJV_20201230,2020,12,30,0.91,24.04,22.04,23.04,4.79,88.84,96.06,17.34,2020-12-30
ID_t5NPV2_20221006,2022,10,6,1.26,25.61,20.64,23.13,0.67,74.61,96.1,15.89,2022-10-06
ID_DfUH8B_20191213,2019,12,13,1.03,24.33,22.34,23.33,7.63,88.88,96.12,17.65,2019-12-13
ID_cBmWkN_20141203,2014,12,3,0.98,24.56,21.56,23.06,1.35,84.04,96.02,16.83,2014-12-03
ID_RIemiU_20180227,2018,2,27,1.61,23.91,21.81,22.86,5.06,88.48,96.17,17.06,2018-02-27
ID_MGQ0r0_20131212,2013,12,12,1.51,23.05,21.17,22.11,8.53,89.5,96.22,16.39,2013-12-12
ID_lHGV3p_20191115,2019,11,15,0.99,25.39,22.53,23.96,3.02,84.62,95.95,17.89,2019-11-15
ID_v9MRp3_20230828,2023,8,28,2.17,25.01,21.17,23.09,0.4,80.07,96.32,16.39,2023-08-28
ID_1wnuBs_20140316,2014,3,16,1.12,26.07,22.03,24.05,6.25,79.93,95.96,17.34,2014-03-16
ID_6ovgFQ_20191202,2019,12,2,0.97,24.6,22.63,23.61,3.34,89.18,96.08,17.97,2019-12-02
ID_WJz9DK_20180924,2018,9,24,1.44,25.64,21.1,23.37,0.77,77.05,96.1,16.36,2018-09-24
ID_wxjXxD_20130627,2013,6,27,2.18,24.04,20.67,22.35,0.0,82.58,96.2,15.91,2013-06-27
ID_QBgoaM_20161003,2016,10,3,1.0,25.48,21.0,23.24,2.07,77.68,96.14,16.24,2016-10-03
ID_AJCXra_20110831,2011,8,31,2.38,25.27,18.18,21.73,0.0,66.57,96.29,13.6,2011-08-31
ID_esa7uK_20191006,2019,10,6,0.79,25.55,21.48,23.52,4.91,78.67,96.05,16.76,2019-10-06
ID_PmM1Eb_20140909,2014,9,9,1.33,25.84,19.42,22.63,0.0,69.82,96.25,14.7,2014-09-09
ID_aVCe9N_20160109,2016,1,9,1.4,25.72,23.45,24.59,7.42,87.57,96.17,18.89,2016-01-09
ID_rrUchu_20120813,2012,8,13,2.17,23.7,19.65,21.68,0.04,78.98,96.37,14.92,2012-08-13
ID_rNgYv4_20170123,2017,1,23,1.05,24.44,22.21,23.32,3.57,87.97,96.12,17.5,2017-01-23
ID_uwQh5y_20210322,2021,3,22,0.99,25.18,22.23,23.7,1.15,84.5,95.94,17.56,2021-03-22
ID_oiguv0_20220526,2022,5,26,0.7,24.1,20.91,22.51,1.29,83.08,96.47,16.11,2022-05-26
ID_VlW99L_20190928,2019,9,28,1.03,25.87,20.85,23.36,8.84,75.12,96.21,16.09,2019-09-28
ID_BkJWhy_20200813,2020,8,13,2.14,23.36,19.76,21.56,0.0,81.24,96.21,15.04,2020-08-13
ID_uStYYc_20110208,2011,2,8,0.96,25.06,21.22,23.14,5.5,80.61,95.99,16.5,2011-02-08
ID_weiqfR_20150903,2015,9,3,1.65,27.66,18.59,23.13,0.26,59.1,96.26,13.95,2015-09-03
ID_F0WzDy_20230429,2023,4,29,1.17,24.06,22.34,23.2,50.53,90.31,96.23,17.63,2023-04-29
ID_YJsGjO_20150601,2015,6,1,1.78,24.65,21.53,23.09,0.15,83.73,96.11,16.8,2015-06-01
ID_XyZNmm_20100608,2010,6,8,1.03,23.87,18.74,21.3,0.07,74.5,96.38,14.12,2010-06-08
ID_oUDwvX_20141015,2014,10,15,1.66,25.58,21.13,23.36,0.72,77.45,96.22,16.36,2014-10-15
ID_sRoNkS_20171219,2017,12,19,1.01,23.95,21.8,22.87,3.41,88.23,96.11,17.07,2017-12-19
ID_aODfA1_20200305,2020,3,5,1.27,25.98,23.18,24.58,15.22,85.15,96.19,18.57,2020-03-05
ID_aOVVyO_20120621,2012,6,21,0.99,23.4,20.29,21.84,0.01,83.63,96.25,15.53,2012-06-21
ID_Zkoimc_20101219,2010,12,19,1.35,23.72,21.81,22.76,3.14,89.42,95.95,17.11,2010-12-19
ID_TsFXWT_20130515,2013,5,15,1.21,25.23,22.37,23.8,1.45,84.86,96.07,17.7,2013-05-15
ID_TjRANs_20230131,2023,1,31,0.95,25.23,20.71,22.97,1.98,77.87,96.12,15.97,2023-01-31
ID_UXOLaL_20151111,2015,11,11,1.15,25.53,21.93,23.73,8.04,81.46,96.12,17.2,2015-11-11
ID_UI0DZz_20110321,2011,3,21,0.77,24.58,20.8,22.69,1.04,80.81,96.08,16.05,2011-03-21
ID_bQjO12_20231110,2023,11,10,1.63,24.84,22.81,23.82,1.83,88.83,96.06,18.16,2023-11-10
ID_D5mymx_20120125,2012,1,25,0.94,25.14,21.62,23.38,15.25,81.44,95.95,16.91,2012-01-25
ID_jbQjBh_20141004,2014,10,4,1.42,24.43,20.38,22.4,2.0,78.82,96.21,15.62,2014-10-04
ID_FkiaAs_20180219,2018,2,19,0.76,25.27,21.53,23.4,10.71,80.17,96.0,16.81,2018-02-19
ID_EmCyaU_20231211,2023,12,11,1.45,24.38,22.52,23.45,24.25,89.67,96.12,17.84,2023-12-11
ID_A5hItj_20171230,2017,12,30,0.97,24.61,21.94,23.28,8.3,85.67,96.24,17.21,2017-12-30
ID_s0T8nF_20101108,2010,11,8,1.19,24.81,21.04,22.93,1.24,80.37,96.0,16.3,2010-11-08
ID_HtH76L_20110703,2011,7,3,1.66,23.64,20.1,21.87,0.0,81.74,96.13,15.38,2011-07-03
ID_RlGeS0_20111024,2011,10,24,1.36,24.43,21.47,22.95,4.04,84.27,96.03,16.75,2011-10-24
ID_DsAk11_20230505,2023,5,5,0.38,25.27,21.9,23.59,6.3,82.4,96.22,17.17,2023-05-05
ID_9DgRDK_20150613,2015,6,13,1.39,24.3,20.32,22.31,0.02,79.43,96.29,15.56,2015-06-13
ID_aMRAHm_20101103,2010,11,3,1.17,25.45,22.13,23.79,3.63,82.7,95.94,17.46,2010-11-03
ID_qFysyz_20160524,2016,5,24,1.03,24.68,20.87,22.77,0.07,80.44,96.51,16.07,2016-05-24
ID_5WUmwf_20111126,2011,11,26,0.77,25.47,21.68,23.58,7.77,80.12,95.98,16.98,2011-11-26
ID_lCkgUl_20160614,2016,6,14,1.61,22.29,19.6,20.95,0.61,85.39,96.54,14.83,2016-06-14
ID_g3hscG_20150412,2015,4,12,0.6,25.97,21.8,23.89,6.05,78.63,96.23,17.07,2015-04-12
ID_eSs1mk_20111116,2011,11,16,0.73,24.91,21.56,23.24,11.91,82.06,95.99,16.85,2011-11-16
ID_Mij7qs_20120120,2012,1,20,0.75,24.76,21.24,23.0,5.81,81.54,96.08,16.5,2012-01-20
ID_6UZ1rk_20200120,2020,1,20,0.78,26.17,22.94,24.56,8.76,83.12,96.06,18.33,2020-01-20
ID_ouGliC_20230512,2023,5,12,0.78,25.67,21.68,23.67,5.23,79.48,96.11,16.98,2023-05-12
ID_kpq2Ei_20130620,2013,6,20,1.1,22.44,17.53,19.98,0.06,75.48,96.24,13.08,2013-06-20
ID_R9PxFX_20190619,2019,6,19,1.02,25.3,17.66,21.48,0.0,64.67,96.33,13.16,2019-06-19
ID_BRrwrl_20200229,2020,2,29,1.04,25.54,22.48,24.01,5.39,84.25,96.11,17.86,2020-02-29
ID_kV0def_20220524,2022,5,24,1.3,23.7,21.22,22.46,0.91,86.66,96.31,16.44,2022-05-24
ID_CS8aTS_20151105,2015,11,5,0.88,25.5,20.91,23.21,4.44,76.68,96.16,16.15,2015-11-05
ID_aU9wv5_20180611,2018,6,11,0.73,23.71,18.28,21.0,0.0,72.83,96.37,13.7,2018-06-11
ID_hDt2rB_20180520,2018,5,20,0.72,24.81,22.37,23.59,105.02,86.92,96.1,17.69,2018-05-20
ID_g2iRJ7_20180414,2018,4,14,0.87,23.62,21.09,22.35,4.77,86.2,96.3,16.31,2018-04-14
ID_TMrTHo_20120828,2012,8,28,2.54,24.78,19.77,22.28,0.0,75.55,96.28,15.03,2012-08-28
ID_dhmKSA_20100114,2010,1,14,0.64,23.3,21.31,22.3,5.03,88.8,96.27,16.53,2010-01-14
ID_g6fFdz_20120523,2012,5,23,0.69,24.94,21.96,23.45,3.01,84.12,96.17,17.23,2012-05-23
ID_Lx67Mv_20120319,2012,3,19,1.16,26.13,22.66,24.39,11.04,81.97,96.0,18.02,2012-03-19
ID_eRlMDt_20181004,2018,10,4,1.61,25.94,21.17,23.56,0.75,76.05,96.11,16.42,2018-10-04
ID_shLLki_20110530,2011,5,30,1.1,25.15,22.03,23.59,1.09,83.55,96.19,17.3,2011-05-30
ID_pXLli3_20220713,2022,7,13,1.7,23.56,19.62,21.59,0.0,79.9,96.27,14.88,2022-07-13
ID_mTjYah_20110214,2011,2,14,1.0,25.13,21.77,23.45,9.05,82.82,96.01,17.07,2011-02-14
ID_YTxqkc_20191027,2019,10,27,1.25,24.19,22.38,23.28,3.28,89.98,96.08,17.7,2019-10-27
ID_B4EfdA_20220302,2022,3,2,1.45,25.29,22.43,23.86,2.36,85.09,95.97,17.78,2022-03-02
ID_8LwKo0_20100727,2010,7,27,2.42,23.92,19.02,21.47,0.0,75.87,96.27,14.34,2010-07-27
ID_jzcvyf_20190417,2019,4,17,0.56,26.62,22.85,24.73,4.92,80.56,96.09,18.23,2019-04-17
ID_0DjGdR_20110404,2011,4,4,1.06,24.9,22.43,23.66,3.89,86.85,95.92,17.79,2011-04-04
ID_oEmeUO_20200101,2020,1,1,1.11,25.97,22.9,24.44,6.49,83.83,96.02,18.28,2020-01-01
ID_zXqOsD_20160827,2016,8,27,1.16,25.46,20.16,22.81,2.1,73.8,96.23,15.39,2016-08-27
ID_wz9vVs_20200716,2020,7,16,1.48,23.24,19.74,21.49,0.13,81.56,96.34,14.99,2020-07-16
ID_ItHAUj_20100421,2010,4,21,0.72,26.59,22.9,24.75,9.57,80.97,96.03,18.3,2010-04-21
ID_hIUuhg_20201014,2020,10,14,1.24,25.02,21.36,23.19,6.2,80.97,96.2,16.59,2020-10-14
ID_gsEoqd_20130112,2013,1,12,1.03,25.86,22.55,24.2,5.01,82.7,95.94,17.91,2013-01-12
ID_2PP5Tq_20210517,2021,5,17,0.94,25.39,21.94,23.66,2.86,81.99,96.14,17.23,2021-05-17
ID_C0cj4Z_20150227,2015,2,27,1.2,23.8,20.77,22.29,0.88,83.94,96.21,15.99,2015-02-27
ID_SpG4yZ_20140910,2014,9,10,1.6,25.17,20.05,22.61,0.0,74.43,96.15,15.31,2014-09-10
ID_4t8MI2_20130711,2013,7,11,1.88,23.64,19.4,21.53,0.0,78.48,96.24,14.69,2013-07-11
ID_mRUW7e_20210324,2021,3,24,1.65,24.34,22.83,23.59,3.77,91.47,96.09,18.2,2021-03-24
ID_kYthQO_20110707,2011,7,7,1.6,24.08,19.87,21.97,0.04,78.82,96.12,15.14,2011-07-07
ID_NK0FFO_20131210,2013,12,10,1.17,24.23,21.72,22.98,9.55,86.81,96.18,16.98,2013-12-10
ID_arhhpg_20160320,2016,3,20,1.39,25.34,23.28,24.31,4.51,88.63,96.21,18.67,2016-03-20
ID_qvgaFP_20180811,2018,8,11,1.65,24.27,20.22,22.24,0.04,79.25,96.32,15.47,2018-08-11
ID_waJfG4_20170922,2017,9,22,1.59,25.87,21.13,23.5,1.28,76.18,96.15,16.38,2017-09-22
ID_Y7Fp0o_20230525,2023,5,25,1.18,25.58,23.21,24.39,1.95,87.15,96.02,18.64,2023-05-25
ID_0eohNC_20150410,2015,4,10,1.05,25.49,21.99,23.74,0.25,81.88,96.13,17.28,2015-04-10
ID_jPwP9t_20110927,2011,9,27,0.84,24.93,21.18,23.05,9.34,80.41,96.24,16.41,2011-09-27
ID_QDt9R4_20230618,2023,6,18,1.78,23.98,20.91,22.45,0.02,83.94,96.22,16.14,2023-06-18
ID_SBTbGX_20101113,2010,11,13,1.45,25.02,21.42,23.22,4.02,81.75,95.86,16.71,2010-11-13
ID_Y7TL0Y_20211025,2021,10,25,1.51,24.73,22.65,23.69,17.47,88.5,96.2,17.97,2021-10-25
ID_WZZvXh_20230303,2023,3,3,0.8,26.63,20.87,23.75,0.95,72.48,96.09,16.14,2023-03-03
ID_dvqOXH_20130821,2013,8,21,2.12,23.77,17.86,20.81,0.0,71.37,96.17,13.34,2013-08-21
ID_yCjTPS_20110304,2011,3,4,1.14,25.04,21.59,23.31,8.68,82.35,96.03,16.86,2011-03-04
ID_p4sjwo_20190922,2019,9,22,1.63,26.33,20.73,23.53,0.69,73.1,96.13,15.97,2019-09-22
ID_8BodhE_20100416,2010,4,16,1.0,26.09,23.22,24.66,5.03,84.87,96.07,18.64,2010-04-16
ID_elTlgu_20180430,2018,4,30,1.02,25.17,22.93,24.05,6.85,87.79,96.14,18.32,2018-04-30
ID_q1v92c_20100523,2010,5,23,1.41,25.33,22.18,23.75,0.21,83.79,96.09,17.5,2010-05-23
ID_rVACGl_20151210,2015,12,10,0.71,26.0,21.11,23.55,2.34,75.36,96.28,16.34,2015-12-10
ID_w8v7kJ_20190803,2019,8,3,1.83,24.48,18.49,21.48,0.0,70.83,96.3,13.87,2019-08-03
ID_HebdxW_20100331,2010,3,31,0.59,26.66,22.53,24.59,6.79,78.58,96.06,17.89,2010-03-31
ID_oRgrM3_20171228,2017,12,28,1.44,24.47,22.74,23.61,56.25,90.43,96.01,18.11,2017-12-28
ID_xlI0uW_20181112,2018,11,12,1.43,25.48,23.11,24.29,3.57,87.35,96.01,18.52,2018-11-12
ID_XaMmIf_20160220,2016,2,20,1.29,26.1,23.68,24.89,5.98,87.09,95.89,19.21,2016-02-20
ID_vV1SLq_20180910,2018,9,10,1.71,24.72,21.11,22.92,0.32,81.82,96.22,16.34,2018-09-10
ID_QLTHG5_20200909,2020,9,9,1.72,25.33,20.97,23.15,1.96,77.96,96.13,16.21,2020-09-09
ID_W2BoR7_20151204,2015,12,4,1.21,25.37,21.95,23.66,4.44,82.51,96.26,17.2,2015-12-04
ID_0A8K8d_20170321,2017,3,21,0.87,25.77,22.73,24.25,6.44,84.27,96.02,18.1,2017-03-21
ID_vgLxqt_20150504,2015,5,4,1.13,25.64,21.86,23.75,1.36,80.24,96.12,17.14,2015-05-04
ID_65AGzr_20141104,2014,11,4,0.56,25.88,21.9,23.89,11.18,79.25,96.14,17.18,2014-11-04
ID_onyHqc_20190617,2019,6,17,1.09,25.18,17.64,21.41,0.0,64.61,96.37,13.14,2019-06-17
ID_JFabG7_20160322,2016,3,22,0.79,26.34,22.86,24.6,2.02,82.07,96.13,18.22,2016-03-22
ID_XSXgYV_20100102,2010,1,2,0.6,25.8,21.48,23.64,8.73,77.64,96.13,16.75,2010-01-02
ID_pDsXxZ_20190908,2019,9,8,1.79,25.33,19.93,22.63,0.6,72.88,96.38,15.16,2019-09-08
ID_CWmzXW_20231119,2023,11,19,0.79,25.96,22.95,24.45,2.33,84.06,96.09,18.33,2023-11-19
ID_5eZ2Uf_20150506,2015,5,6,0.83,25.74,22.68,24.21,11.53,83.72,96.08,18.04,2015-05-06
ID_dOM2US_20120724,2012,7,24,1.73,21.47,17.89,19.68,0.0,81.19,96.36,13.35,2012-07-24
ID_EwlFIz_20220115,2022,1,15,1.15,23.43,21.8,22.61,9.05,90.73,96.19,17.05,2022-01-15
ID_chQA5Q_20170613,2017,6,13,1.86,23.77,21.21,22.49,0.01,86.23,96.17,16.46,2017-06-13
ID_vHykxi_20200117,2020,1,17,1.14,25.36,23.84,24.6,2.62,91.49,96.13,19.34,2020-01-17
ID_AwIHll_20130114,2013,1,14,0.83,26.38,22.48,24.43,2.53,79.7,95.86,17.85,2013-01-14
ID_y60s8n_20200501,2020,5,1,1.03,25.8,22.53,24.16,4.54,82.77,96.34,17.81,2020-05-01
ID_jeepQN_20110815,2011,8,15,2.05,24.16,17.3,20.73,0.0,68.29,96.19,12.87,2011-08-15
ID_l5cQEE_20140823,2014,8,23,1.65,24.48,18.75,21.62,0.0,72.5,96.25,14.1,2014-08-23
ID_ZoFz9w_20210109,2021,1,9,1.43,24.6,22.27,23.43,5.46,87.48,96.02,17.6,2021-01-09
ID_kp3qa9_20180115,2018,1,15,0.73,24.77,20.9,22.83,0.29,79.68,96.18,16.16,2018-01-15
ID_CVHXOX_20211012,2021,10,12,1.01,25.67,22.12,23.9,0.83,81.59,96.13,17.4,2021-10-12
ID_5ChC2j_20191030,2019,10,30,0.82,25.43,20.54,22.98,2.16,75.87,96.11,15.8,2019-10-30
ID_RPL2dp_20140426,2014,4,26,0.68,25.49,22.29,23.89,3.85,83.05,96.09,17.59,2014-04-26
ID_waA3W1_20130116,2013,1,16,0.76,25.46,21.77,23.61,7.23,80.43,96.05,17.05,2013-01-16
ID_h6jb8h_20100802,2010,8,2,2.09,24.55,20.25,22.41,0.0,78.27,96.19,15.5,2010-08-02
ID_Qd61OG_20120218,2012,2,18,1.26,23.4,20.47,21.94,3.37,84.28,96.06,15.74,2012-02-18
ID_Ss4mXA_20131116,2013,11,16,0.72,25.15,21.13,23.14,5.13,79.31,96.1,16.39,2013-11-16
ID_ltOQ2K_20201029,2020,10,29,1.25,24.58,22.35,23.47,32.67,87.81,96.12,17.66,2020-10-29
ID_cBhnYP_20150806,2015,8,6,2.13,25.7,19.01,22.36,0.0,68.14,96.22,14.33,2015-08-06
ID_bGxlbj_20171019,2017,10,19,1.95,25.41,21.97,23.69,0.2,82.08,96.21,17.23,2017-10-19
ID_c6CXYa_20220916,2022,9,16,1.74,25.5,20.25,22.88,0.32,74.31,96.18,15.49,2022-09-16
ID_yLb3lE_20210911,2021,9,11,1.47,24.64,21.46,23.05,8.33,83.09,96.28,16.68,2021-09-11
ID_M2foED_20201224,2020,12,24,0.78,24.63,22.23,23.43,42.92,86.84,96.0,17.55,2020-12-24
ID_UZZh7j_20140417,2014,4,17,1.06,23.86,21.54,22.7,4.75,87.1,96.06,16.81,2014-04-17
ID_q8RWRO_20100615,2010,6,15,1.24,24.93,22.1,23.51,0.05,85.05,96.28,17.35,2010-06-15
ID_a1XImP_20230318,2023,3,18,0.96,23.72,20.93,22.33,2.21,85.24,96.18,16.17,2023-03-18
ID_C8Wti9_20230127,2023,1,27,0.91,25.46,21.37,23.41,12.73,78.79,95.97,16.65,2023-01-27
ID_LTyCBs_20231019,2023,10,19,1.75,25.3,22.54,23.92,5.53,85.22,96.27,17.83,2023-10-19
ID_pSn47A_20130905,2013,9,5,1.43,24.48,20.33,22.41,16.46,78.75,96.24,15.57,2013-09-05
ID_mmJ3SY_20150707,2015,7,7,1.04,26.92,19.76,23.34,0.01,66.34,96.18,15.04,2015-07-07
ID_gfvOAV_20101001,2010,10,1,1.56,25.42,21.65,23.54,9.9,80.66,95.94,16.94,2010-10-01
ID_wy01vv_20100313,2010,3,13,1.24,25.86,23.48,24.67,11.37,87.22,96.04,18.94,2010-03-13
ID_2neqbu_20230526,2023,5,26,1.17,25.45,23.09,24.27,1.34,87.37,95.99,18.51,2023-05-26
ID_rUZmHf_20121223,2012,12,23,0.76,25.25,21.42,23.34,5.42,79.8,96.14,16.69,2012-12-23
ID_HBMR78_20110130,2011,1,30,0.98,25.15,21.22,23.18,8.02,79.94,96.0,16.51,2011-01-30
ID_x9I2mC_20110807,2011,8,7,2.3,24.35,19.29,21.82,1.74,75.01,96.26,14.58,2011-08-07
ID_8CuBkO_20130929,2013,9,29,1.43,26.28,20.11,23.2,0.75,69.95,96.2,15.37,2013-09-29
ID_O8peV1_20231220,2023,12,20,1.21,26.13,23.46,24.8,6.17,86.04,96.07,18.93,2023-12-20
ID_xheRyD_20230102,2023,1,2,0.94,24.91,21.26,23.08,5.36,81.16,96.14,16.51,2023-01-02
ID_Gu5zSD_20161223,2016,12,23,0.81,26.21,22.26,24.24,11.06,79.74,95.88,17.66,2016-12-23
ID_t865Mn_20121010,2012,10,10,1.43,25.7,21.79,23.75,6.84,79.95,96.04,17.07,2012-10-10
ID_pwO1hf_20230920,2023,9,20,1.74,26.08,21.15,23.61,1.3,75.57,96.13,16.4,2023-09-20
ID_Bin0n2_20180323,2018,3,23,1.3,24.27,21.76,23.01,1.14,86.41,96.09,17.03,2018-03-23
ID_JHTXcz_20230601,2023,6,1,0.78,25.88,22.26,24.07,0.12,81.02,96.16,17.56,2023-06-01
ID_3lwwwx_20140829,2014,8,29,2.3,25.0,19.09,22.05,0.01,71.28,96.19,14.42,2014-08-29
ID_OVbLRY_20200303,2020,3,3,1.09,25.05,22.18,23.62,2.07,84.4,96.36,17.45,2020-03-03
ID_PiKFHn_20141030,2014,10,30,1.01,25.34,21.56,23.45,4.8,80.21,96.01,16.83,2014-10-30
ID_55PPLq_20150219,2015,2,19,1.09,24.37,21.89,23.13,7.95,86.35,95.97,17.19,2015-02-19
ID_AvegG9_20130613,2013,6,13,1.44,23.21,20.3,21.76,0.01,84.47,96.34,15.53,2013-06-13
ID_GQHPqk_20190227,2019,2,27,1.38,25.35,22.8,24.07,0.88,86.39,96.05,18.17,2019-02-27
ID_Gbu374_20220909,2022,9,9,1.9,25.69,20.74,23.22,0.13,75.43,96.16,15.98,2022-09-09
ID_hHuvRw_20160303,2016,3,3,1.64,25.24,23.87,24.56,9.23,92.25,95.95,19.4,2016-03-03
ID_a5iRga_20170813,2017,8,13,1.79,23.08,18.74,20.91,0.01,78.01,96.21,14.11,2017-08-13
